job_id,company_name,title,location,formatted_work_type,formatted_experience_level,remote_allowed,sponsored,views,applies,application_type,pay_period,currency,normalized_salary,apply_rate,word_count,sentence_count,avg_word_length,flesch_reading_ease,flesch_kincaid_grade,sentiment_score,bullet_count,question_count,has_salary_language,has_benefits,has_flexibility,has_growth_language,has_culture_language,has_requirements_section,has_responsibilities_section,has_call_to_action,clarity_score
3757672875,Somnea Health,Care Coordinator,United States,Contract,,1.0,0,2337.0,967.0,ComplexOnsiteApply,HOURLY,USD,52000.0,0.4137783483097988,357,12,5.92,-27.86,21.31,0.6351,0,1,False,True,True,True,True,True,False,True,55.8
3900961490,Archer,Administrative Specialist - Remote,United States,Full-time,,1.0,0,2413.0,729.0,ComplexOnsiteApply,YEARLY,USD,47500.0,0.3021135515955242,650,28,6.49,-24.36,20.73,0.8629,1,1,True,True,True,True,True,True,True,True,63.1
3900070788,Sparkle Dryclean,UI/UX Designer,"California, United States",Full-time,,1.0,0,1197.0,625.0,ComplexOnsiteApply,,,,0.5221386800334169,359,10,6.17,-53.48,25.58,1.0556,0,0,True,True,True,True,True,True,True,True,43.7
3901349539,ChabezTech LLC,Senior Data Engineer,"Georgia, United States",Contract,Mid-Senior level,,0,959.0,566.0,ComplexOnsiteApply,,,,0.5901981230448383,203,1,6.72,-570.3,111.72,0.1404,0,0,False,False,False,True,True,True,True,False,0.0
3884444067,ManpowerGroup,Sr Professional Recruiter (Remote) - RPO Consultant,United States,Contract,Mid-Senior level,1.0,0,1130.0,530.0,OffsiteApply,HOURLY,USD,145600.0,0.4690265486725664,836,35,6.02,-13.08,18.85,0.4842,18,1,False,True,True,True,True,False,False,True,53.2
3902922986,Run A Better Set (RABS),Associate Software Engineer,United States,Full-time,,1.0,0,1156.0,508.0,ComplexOnsiteApply,,,,0.4394463667820069,528,25,4.69,32.64,11.23,0.3917,2,0,False,True,True,True,True,True,False,False,96.1
3898160925,Equity Staffing Group,SQL Developer,United States,Contract,Mid-Senior level,1.0,0,900.0,493.0,ComplexOnsiteApply,HOURLY,USD,112320.0,0.5477777777777778,117,3,6.31,-66.68,27.78,0.3698,0,0,True,False,False,True,False,False,False,False,20.9
3902739959,Tarte Cosmetics,Social Media Manager,"New York, NY",Full-time,Mid-Senior level,,0,4378.0,472.0,ComplexOnsiteApply,YEARLY,USD,90000.0,0.107811786203746,603,12,6.22,-97.87,32.98,0.733,1,2,True,True,True,False,True,True,True,False,14.1
3902939062,"Gardner Resources Consulting, LLC",Data Engineer,"Boston, MA",Contract,,1.0,0,830.0,470.0,ComplexOnsiteApply,,,,0.5662650602409639,274,3,6.78,-237.05,56.18,0.5437,0,0,False,True,False,True,True,True,True,False,0.0
3901651266,Dealers United,Full Stack Engineer,United States,Full-time,Associate,1.0,0,991.0,465.0,ComplexOnsiteApply,YEARLY,USD,102500.0,0.4692230070635722,403,7,5.71,-105.49,34.25,0.5479,0,1,False,True,True,True,True,True,False,False,4.0
3901630889,Compunnel Inc.,QA Automation Engineer,"Westbrook, ME",Contract,Mid-Senior level,1.0,0,857.0,436.0,ComplexOnsiteApply,HOURLY,USD,113360.0,0.5087514585764294,65,3,5.66,3.58,16.07,0.124,0,1,False,False,False,False,False,False,False,True,67.7
3901699523,Quantum World Technologies Inc.,Java developer,United States,Contract,Mid-Senior level,1.0,0,827.0,430.0,ComplexOnsiteApply,,,,0.5199516324062878,114,4,6.42,-38.38,23.06,0.6556,7,0,False,False,False,True,True,True,False,False,44.8
3901696949,The Select Group,Help Desk Specialist,United States,Contract,Associate,1.0,0,1616.0,429.0,ComplexOnsiteApply,,,,0.265470297029703,186,5,6.23,-58.96,26.49,0.2933,3,0,False,False,True,False,True,True,True,True,36.0
3903446543,mroads,Java Backend Developer,"Bethesda, MD",Contract,Mid-Senior level,1.0,0,1083.0,424.0,ComplexOnsiteApply,,,,0.3915050784856879,122,3,6.18,-68.08,28.01,0.3621,0,0,False,False,True,True,False,True,True,False,30.0
3885115131,"360 SOC, Inc.",SOC Analyst Internship,United States,Internship,,1.0,0,1267.0,417.0,ComplexOnsiteApply,,,,0.3291239147592739,407,15,6.29,-30.5,21.75,0.4461,0,0,False,False,True,True,True,True,True,False,55.0
3900966255,Nexus Talent Connect,Talent Acquisition Specialist,United States,Full-time,Associate,1.0,0,1378.0,407.0,ComplexOnsiteApply,YEARLY,USD,200000.0,0.295355587808418,530,28,5.81,7.51,15.41,0.4344,0,3,True,False,True,True,True,True,False,True,75.4
3904952655,Gaze,Frontend Engineer,United States,Other,,1.0,0,935.0,406.0,ComplexOnsiteApply,,,,0.4342245989304812,737,22,5.91,-39.06,23.18,0.6262,0,5,False,False,False,True,True,True,True,False,45.8
3898173769,DICK'S Sporting Goods,Senior Scrum Master (REMOTE),United States,Full-time,Mid-Senior level,1.0,0,1264.0,398.0,OffsiteApply,YEARLY,USD,127000.0,0.314873417721519,1191,60,6.03,-1.24,16.87,0.6954,1,0,True,True,False,True,True,True,False,True,51.9
3902762223,The Cake,Email Marketing Specialist,United States,Contract,Associate,1.0,0,1647.0,394.0,ComplexOnsiteApply,HOURLY,USD,75920.0,0.2392228293867638,180,1,5.86,-476.9,96.15,0.0,4,0,True,False,True,False,False,True,True,False,0.0
3901374467,Insight Global,Software Engineer,United States,Contract,Mid-Senior level,1.0,0,903.0,389.0,ComplexOnsiteApply,HOURLY,USD,185120.0,0.4307862679955703,428,7,5.98,-123.95,37.32,0.435,1,0,True,True,True,False,True,True,True,False,0.0
3904943040,TekValue IT Solutions,Senior Java Backend Developer,"Santa Clara, CA",Contract,Mid-Senior level,,0,770.0,389.0,ComplexOnsiteApply,,,,0.5051948051948052,14,1,6.43,4.91,15.85,0.2673,0,0,False,False,False,True,False,False,False,False,68.6
3904943673,Compunnel Inc.,Data Engineer,"Merrimack County, NH",Contract,Mid-Senior level,,0,723.0,389.0,ComplexOnsiteApply,,,,0.5380359612724758,232,6,6.19,-62.22,27.04,0.0,0,0,False,False,False,False,False,True,False,False,28.8
3901694933,Selby Jennings,Senior Data Analyst,United States,Full-time,Mid-Senior level,1.0,0,929.0,378.0,ComplexOnsiteApply,,,,0.4068891280947255,103,6,6.02,6.97,15.5,0.2956,0,0,False,False,False,True,False,True,True,False,80.0
3903444383,ClarisHealth,Data Analyst,United States,Full-time,Mid-Senior level,1.0,0,1142.0,369.0,OffsiteApply,,,,0.3231173380035026,489,20,5.89,-11.15,18.53,0.6783,0,1,True,True,True,True,True,False,False,False,61.9
3850259262,Aston Carter,Healthcare Call Center,"Cary, NC",Full-time,Entry level,1.0,0,2433.0,360.0,OffsiteApply,,,,0.1479654747225647,549,17,5.98,-37.24,22.87,0.4695,1,0,True,True,False,True,True,True,False,False,49.5
3901691797,Complete Staffing Solutions,Recruiter,United States,Full-time,Entry level,1.0,0,842.0,354.0,OffsiteApply,YEARLY,USD,55000.0,0.4204275534441805,196,2,6.99,-263.1,60.52,0.1429,0,0,False,False,False,False,True,False,True,False,0.0
3903441937,The Judge Group,Talent Acquisition Operations Specialist,United States,Contract,Associate,1.0,0,801.0,354.0,ComplexOnsiteApply,,,,0.4419475655430712,119,7,6.15,3.75,16.04,0.275,0,0,False,False,False,True,True,True,True,False,77.8
3904412184,Yos Technologies Private Limited,Virtual Office Assistant,"California, United States",Full-time,,1.0,0,925.0,353.0,ComplexOnsiteApply,,,,0.3816216216216216,197,2,6.8,-259.15,59.86,0.9262,3,0,True,True,True,True,True,True,True,False,0.0
